id,screen_name,name,created_at,full_text,tweet_id,heure,longueur_texte,presence_mots_cles,presence_mots_cles_critiques
"1,75699E+18",lu_grandjean,Lu ☨,2024-02-12 10:28:06,"C'est marrant, on consomme moins mais @ENGIEpartFR augmente tellement ses tarifs que les mensualités augmentent quand même... +26€ par mois. Quel plaisir 👌 https://t.co/9uoktRUfSo","1,75699E+18",10,179,True,False
"1,75702E+18",cmonica75,Monica M,2024-02-12 12:21:19,#Engie @ENGIEproFR @ENGIEpartSAV C’est bon ! On arrête de jouer #harcelement Suis-je la seule à recevoir ces offres débiles? Et aucun lien ne fonctionne pour se désabonner #ledivorceinterdit Harcèlement abusif https://t.co/BZri2CEBzi,"1,75702E+18",12,233,True,False
"1,75704E+18",vince_thouvenin,thouvenin,2024-02-12 14:10:07,@ENGIEpartSAV Vous n'êtes pas capables de tenir vos engagements contractuels et laissez délibérément des foyers sans eaux chaudes ! ,"1,75704E+18",14,132,True,False
"1,75737E+18",xcselina,Yllen,2024-02-13 11:32:58,"@AtlanticFrance @ENGIEpartFR @AtlanticFrance pendant ce temps là, nous avons un ballon en mode secours, qui consomme donc plus. A qui doit on s'adresser pour que ça bouge enfin ? Le manque de communication entre toutes les unités nous met dans une position dans laquelle nous n'avons rien demandé.","1,75737E+18",11,297,True,False
"1,75737E+18",gwaig,gwaig,2024-02-13 11:50:41,"@ENGIEpartSAV Bonjour, je l'ai déjà fait le 25 janvier, et je n'ai toujours pas reçu de réponse. D'ailleurs voici le numéro de ma réclamation DEM2401-62362811.","1,75737E+18",11,159,True,False
"1,75745E+18",selimelamouri,💡 Sélim El Amouri,2024-02-13 17:14:49,"Super déçu du service d'@ENGIEpartFR censée revenir vers nous pour des travaux sur une chaudière, depuis une semaine... Résultat, pas de chauffage, pas d'eau chaude... la galère... https://t.co/ReEnNl11qV","1,75745E+18",17,204,True,False
"1,75769E+18",EmmFreezz,Emmanuelle,2024-02-14 09:11:26,"@ENGIEpartFR vous faites des pubs TV, avec tout le topo commercial MAIS vous ne répondez pas à la question: le chauffage on allume, on baisse ou on éteint? Pareil pour le sèche-cheveux. Merci","1,75769E+18",9,191,True,False
"1,75818E+18",GeoffreyTMX,Geoffrey TMX ن,2024-02-15 17:35:06,@ENGIEpartFR vous êtes des voleurs ! Cela ne vous dérange pas d'augmenter vos tarifs de presque 50% en période d'inflation ? Janvier 2023: 360 € pour 2397 kWh Janvier 2024: 677 € pour 2355 kWh @UFCquechoisir @med_energie @RolandLescure,"1,75818E+18",17,235,True,False
"1,75879E+18",GirardBenjamiin,Girard Benjamin,2024-02-17 09:54:15,"Belle méthode @ENGIEpartFR ! @ENGIEgroup. Pour l’histoire, nous avons été démarché par un de vos commerciaux qui nous annonce 135€/mois. Une fois le contrat signé nous sommes à 240€/mois. Merci pour la franchise de la personne du service client qui nous dis la vérité ! https://t.co/TFY9GDZElH","1,75879E+18",9,293,True,False
"1,75894E+18",LeArtavus,Artavus,2024-02-17 19:29:27,En 2024 l'électricité s'envole avec @ENGIEpartFR J'attends qu'il corrige... https://t.co/2s7CBgFsx6,"1,75894E+18",19,99,True,False
"1,75933E+18",AntoineSautarel,Antoine Sautarel,2024-02-18 21:24:34,@ENGIEpartFR vous pensez qu’un jour votre appli marchera correctement ? C’est ça toutes les semaines… https://t.co/7tYiYJtgxu,"1,75933E+18",21,125,True,False
"1,75955E+18",b_scotto,b.scotto #D,2024-02-19 11:47:20,"@ENGIEpartFR pouvez-vous confirmer la hausse que vous allez appliquer ? Autour de moi, personne n'a été informé.","1,75955E+18",11,112,True,False
"1,75956E+18",pharaon_alain,alain🔺🔺🔺👁🌍✨,2024-02-19 12:37:10,"Merci ⁦@ENGIEpartFR⁩ chauffe presque pas.maxi 19,5degres racket et en marche 😡😡😡🤪 https://t.co/iiWEI1L42A","1,75956E+18",12,105,True,False
"1,75957E+18",casanegra1113,ℙ𝕣𝕚𝕟𝕔𝕖𝕤𝕤 𝔻𝕒𝕚𝕤𝕪 🇫🇷🇲🇦🇩🇿,2024-02-19 13:08:30,Belle surprise en rentrant de vacances… 800€ d’électricité alors que ma consommation n’a pas changé depuis deux mois. Je ne veux pas être grossière mais là @ENGIEpartFR se fout de nous. Ils ont clôturé 2023 avec un bénéfice de 4 milliards d’€ ! #RefuseDePayerTaFacture,"1,75957E+18",13,268,True,False
"1,75984E+18",ZamDisney,Zam' Fox 🦊🌸,2024-02-20 07:26:15,@ENGIEgroup @ENGIEpartFR vous pouvez me MP svp ? ,"1,75984E+18",7,49,True,False
"1,75989E+18",bernadrian,Bernard Adrian #🟦,2024-02-20 10:32:44,Dites donc @ENGIEpartFR c'est normal que mon tarif gaz passe de 9 à 13 centimes le kWh en plein contrat de 3 ans (signé en mars 2022) ? ,"1,75989E+18",10,136,True,False
"1,75999E+18",Altesse64,eleme64,2024-02-20 17:26:46,Coucou @ENGIEpartFR Ça va tranquille les augmentations sur le coût d'un abonnement ?! 120€ de plus en 2 ans ! https://t.co/jkpyLEdJy8,"1,75999E+18",17,133,True,False
"1,76036E+18",maxcordiez,Maxence Cordiez,2024-02-21 17:46:23,"Bonjour @ENGIEgroup et @EDFofficiel. Aujourd'hui, j'ai reçu 2 appels frauduleux usurpant le nom de vos entreprises afin de tenter de me soutirer des informations (même en étant sur bloctel). C'est vraiment pénible. Avez-vous un service juridique que ça peut intéresser ? 1/2","1,76036E+18",17,274,True,False
"1,76037E+18",mje_lfe,putain de chat noir,2024-02-21 18:39:59,@ENGIEpartFR qui augmente mes mensualités de 42€ par mois.. en deux ans mes mensualités ont doublé pour exactement la même conso. En 2025 je passe à 250€ par mois c’est ça ? ,"1,76037E+18",18,174,True,False
"1,76058E+18",VMortagne,Vénus 💫,2024-02-22 08:38:16,"#ENGIE #ENEDIS @ENGIEpartFR @ENGIEgroup @enedis @enedis_clients @enedis_paris 200€ POUR 30m2 avec des équipements neufs ?! DES FACTURES ÉNORMES, INCOHÉRENTES QUI AUGMENTENT de 20€ EN 24h ?!?! /! \ NOUS ATTENDONS DES EXPLICATIONS CLAIRES ET RAPIDES AVANT DE PASSER À LA JUSTICE! https://t.co/H0ugQ6PYHp","1,76058E+18",8,301,True,False
"1,76062E+18",VMortagne,Vénus 💫,2024-02-22 11:06:34,"@ENGIEpartFR @enedis_clients @enedis @ENGIEpartFR ARNAQUENT les particuliers, des factures INCOHERENTES ET UN PERSONNEL INCAPABLE DE FOURNIR DES EXPLICATIONS. CETTE CONSOMMATION EST IMPOSSIBLE POUR 30m2 et le chauffage ÉTEINT !! EXPLIQUEZ VOUS ‼️‼️ https://t.co/CXiUPHnbxf","1,76062E+18",11,272,True,False
"1,76064E+18",me_jvlle,M.,2024-02-22 12:05:34,Merci pour ces précieuses informations @ENGIEpartFR 😅 https://t.co/5PnSMH91Ow,"1,76064E+18",12,77,True,False
"1,76098E+18",aaadlng,Alexandre 🦞,2024-02-23 10:38:19,"il est 11h38, il te reste 22 minutes dépêche-toi @ENGIEpartFR 👀 https://t.co/YKg6S6PmAu","1,76098E+18",10,87,True,False
"1,76168E+18",ESagnelonge,Erika Sagnelonge,2024-02-25 09:25:19,@ENGIEpartFR c'est sympa de changer le contrat pour me le facturer plus cher alors que je n'ai rien demandé! C'est de la fraude! ,"1,76168E+18",9,129,True,False
"1,76173E+18",fareshas59,fareshas59,2024-02-25 12:30:35,@ENGIEpartFR n’est pas Capable de nous fournir les factures sur 1 an mais en plus Impossible de les joindre puis ils osent nous dire qu’ils plafonnent les prix et on se fait truander de 25% d’augmentation Comment on a pu en arriver la @60millions @courbet_julien @litigeFR,"1,76173E+18",12,272,True,False
"1,76202E+18",Excta3,Excta,2024-02-26 07:52:23,"En france, c'est apparemment possible d'être sans chauffage ni eau chaude durant trois jours, en hiver alors qu'il fait moins de dix degrés dans la maison. Merci Engie. @ENGIEpartFR","1,76202E+18",7,181,True,False
"1,76204E+18",LaBelleEnYeux,Eilahtan 🌸☀️🏝,2024-02-26 08:44:39,"Ça fait des mois que @ENGIEpartSAV me réclame 572,22€ sans savoir me dire ce qu’est cette somme. Mes abonnements et consommations ont été payés et cette somme qui sort de nulle part. Je sens que je vais partir et dire bonjour à @EDFofficiel","1,76204E+18",8,240,True,False
"1,76238E+18",Alexf80341509,Alexf,2024-02-27 07:45:24,"Je découvre dans les comms que je ne suis pas la seule à me faire tabasser par @ENGIEpartFR Ok je suis dans une 🏠 pas super isolée, en chauffant a minima pour pas être obligée d'être en pull/plaid/chaussettes en sdb et chambre c'est 300€/mois, idem ceux en appart' visiblement","1,76238E+18",7,276,True,False
"1,76242E+18",ENGIEpartFR,ENGIE Particuliers,2024-02-27 10:00:11,✅❌ Vrai ou Faux ? Baisser le chauffage d'un degré permet de réaliser environ 7% d'économies d'énergie. La réponse demain sur @ENGIEpartFR ! 😉,"1,76242E+18",10,141,True,False
"1,76248E+18",JunkiePriss,Priss,2024-02-27 14:02:46,@ENGIEpartFR le site est en panne depuis 2 jours … Quand pourrons nous y avoir accès s’il vous plaît,"1,76248E+18",14,100,True,True
"1,76272E+18",avanakama,TOOBI,2024-02-28 06:08:47,"@ENGIEpartFR je vous hais c'est pas possible d'être aussi con ma parole vous servez à rien on a beau vous appeler 10 fois vous régler jamais le problème ! 700€ de prélevé comme ça alors que la facture est une erreur d'après vos dires, allez vous faire foutre","1,76272E+18",6,258,True,False
"1,76275E+18",lhawai1,LHAWAI1,2024-02-28 07:43:16,@ENGIEpartFR 3 semaines pour traiter un dossier et recevoir une pièce (disponible en 2 jours chez Cedeo). Pas d'eau chaude et de chauffage en plein hiver et ils s'en foutent royalement. On se rend compte que l'on paie un abonnement d'entretien sans aucun service derrière...,"1,76275E+18",7,274,True,False
"1,76277E+18",peterpancf,peterpan😉,2024-02-28 09:31:22,@ENGIEpartFR c'est normal que vos employés nous racroche au nez??? ,"1,76277E+18",9,67,True,False
"1,76281E+18",lhawai1,LHAWAI1,2024-02-28 12:00:04,@ENGIEpartFR C'est déjà fait ! ,"1,76281E+18",12,31,True,False
"1,76282E+18",laudpsr,Laudpsr,2024-02-28 12:38:31,"@ENGIEpartFR 2 rdv annulés en novembre et décembre 2023, puis enfin un rdv lundi avec un technicien pour l’entretien annuel de ma chaudière et depuis lundi que des problèmes alors que ma chaudière allait très bien avant ça","1,76282E+18",12,222,True,False
"1,76286E+18",AllaanFt,Allan Ft,2024-02-28 15:01:56,"@ENGIEpartFR Scandaleux d'augmenter la mensualité des clients de 124% sans prévenir, jouer avec l'argent des clients comme ça c'est Scandaleux, sans compter les prélèvements sans que ni tête. Sans un appel rapidement du service concerné comme demandé ce sera ciao.","1,76286E+18",15,264,True,True
"1,76287E+18",ChloeByclo,chloeanne,2024-02-28 15:48:46,"@ENGIEpartFR À quel moment peut on dire à quelqu’un qui s’interroge sur sa facture que sa demande ne rentre pas dans les 3 min et qui sort,en plus, vous m’avez fait ouvrir des onglets et télécharger des documents pour rien… https://t.co/qda5V0AAIU","1,76287E+18",15,247,True,False
"1,76293E+18",thermsdorff,Thomas Hermsdorff,2024-02-28 19:39:01,@ENGIEpartFR @laudpsr Réponse du SAV d'Engie: on vous recontactera pour planifier un dépannage... Je fais comment avec un bébé et sans chauffage ? ,"1,76293E+18",19,147,True,False
"1,76329E+18",Cozic3,marie,2024-02-29 19:40:36,"@ENGIEpartFR, ma facture de février a augmenté de 100% /fev 23, avec un changement de tous mes chauffages, température 18 degrés. Vous êtes de véritables escrocs ! ","1,76329E+18",19,164,True,False
"1,76341E+18",By__Lisson,🌻𝑺𝒖𝒏𝒏𝒚 𝒂𝒏𝒅 𝒕𝒉𝒆 𝑭𝒊𝒔𝒉🐟,2024-03-01 03:49:20,@ENGIEpartFR vous faite mal votre boulot. C'est aberrant d'être dans cette situation.,"1,76341E+18",3,85,True,False
"1,76344E+18",MCarolineL,Mlle Halloween 🎃,2024-03-01 05:28:04,"@ENGIEpartFR Salut Engie ! Comment ça va vous ? Bien bien ? Parce qu'en fait vous nous avez supprimé notre contrat gaz sans nous avertir, on a du se barrer en vitesse chez un autre fournisseur et maintenant vous nous réclamez des frais d'abo et de souscription ? ","1,76344E+18",5,263,True,False
"1,76353E+18",Toto7957,Toto7795,2024-03-01 11:43:45,@engiepartFR @ engiepartSAV @dgccfr @60millions ENGIE l incompetence a un nom !! Personne d’assez compétent pour prendre en charge et assurer un suivi De leur numéro cristal à leur SAV sur X Par contre pour les prélèvements ils sont tous au rendez-vous ! ,"1,76353E+18",11,255,True,False
"1,76353E+18",Toto7957,Toto7795,2024-03-01 11:49:26,"@engiepartFR @ engiepartSAV @dgccfr @60millions ENGIE l incompetence a un nom !! Harcelement, incompetence de votre part à l’encontre d’une personne de 75 ans depuis le 8 août 2023 alors que les dysfonctionnements ne sont que de votre part https://t.co/e5AMfPO0xg","1,76353E+18",11,263,True,False
"1,76353E+18",Toto7957,Toto7795,2024-03-01 11:53:01,"@avanakama @ENGIEpartFR @engiepartFR @ engiepartSAV @dgccfr @60millions ENGIE l incompetence a un nom !! Franchement, on a les mêmes soucis que vous, et on est pas les seuls, aux dires de beaucoup de gens qui nous entourent C’est une honte","1,76353E+18",11,239,True,False
"1,76354E+18",_Kika___,Kika 🐨,2024-03-01 12:31:49,@grdf @ENGIEpartFR since 2017 je vous répète que je n'ai pas de gaz. Je n'ai même aucun contrat gaz chez vous ni ailleurs. Vous allez comprendre a quelle heure ?? C'est du harcèlement mail et physique. je vais vous denoncer à @GDarmanin https://t.co/zVOkmLBjlv,"1,76354E+18",12,260,True,False
"1,76436E+18",hohotweet,sam,2024-03-03 18:40:57,"@BrunoLeMaire 158 euros pour 1 T3 ??? J'ai envie d'insulter toutes ta famille sur plusieurs générations !!! Toi et toutes ta clique de @Renaissance et @EmmanuelMacron vous me dégoûté ..... @ENGIEpartFR je vait vite me barré, bande de voleurs https://t.co/4QdQybcokd","1,76436E+18",18,265,True,False
"1,76458E+18",LilKermzy,Kermit,2024-03-04 09:09:00,@ENGIEpartFR 3 Fois que je répète toutes mes informations pour faire UNE FICHE CLIENT et c'est si compliqué que ca ? LORDINATEUR NE MARCHE PAS ?????? C'est quoi ??? Une entreprise des années 40 ????? ,"1,76458E+18",9,200,True,False
"1,76459E+18",SamVenere2022,Sam Venère,2024-03-04 09:42:43,@ENGIEpartFR vous répondez quand au téléphone ? plus de 20 m’ que j attends en ligne,"1,76459E+18",9,84,True,False
"1,76469E+18",CedricFt92,Cédric Ft,2024-03-04 16:33:29,"@ENGIEpartFR pourquoi sur mon espace client, mon ancienne adresse de domicile est toujours mentionnée comme lieu de consommation, malgré avoir fait la procédure de changement d'adresse sur l'application ? Combien de temps ça prend pour faire le changement ? ","1,76469E+18",16,258,True,False
"1,76497E+18",LeArtavus,Artavus,2024-03-05 10:43:55,@ENGIEgroup @ENGIEpartFR vous pouvez me rappeler le prix du Kwh ? J'ai dû louper un truc https://t.co/tWW2pEOfcI,"1,76497E+18",10,112,True,False
"1,76513E+18",hyunsaeng,HyunSaeng,2024-03-05 21:52:30,"Donc @ENGIEpartFR qui m'envoie un nouvel échéancier avec la revalorisation des prix et donc qui passe de 48€ à 75€ par mois... Le plus que je consomme dans l'année c'est en décembre et janvier, la je dépasse les 55€ mais sinon je suis en dessous des 50€ voir même 40€...","1,76513E+18",21,270,True,False
"1,7653E+18",ENGIEpartFR,ENGIE Particuliers,2024-03-06 09:02:30,"✅❌ Vrai ou Faux ? Il est préférable d’utiliser le gros électroménager, tel que le lave-linge ou le lave-vaisselle, en heure creuse 🤔 La réponse dans quelques jours sur @ENGIEpartFR ! 😉","1,7653E+18",9,184,True,False
"1,76548E+18",Sey_mc0,Ma,2024-03-06 20:58:12,"@ENGIEpartFR est-ce normal que le prix de ma consommation du mois de Février était de 45euro il y’a 2 jours et aujourd’hui 77 euros ?! Comme par magie ? Je paye un Kwh à 0,44 cts d’euros alors que mon contrat de base est de 0,22cts kwH.","1,76548E+18",20,236,True,False
"1,76573E+18",Gawawelle5,Gaelle Hamon,2024-03-07 13:42:55,@ENGIEpartFR Nous on a consommé moins que l'année dernière. On a payé plus de 100€ en plus sur la facture. Pour la même période. Ça va bien pour vous ? Il va où le pognon ? ,"1,76573E+18",13,173,True,False
"1,766E+18",tom37540,tOji-GeEk,2024-03-08 07:22:08,@ENGIEpartSAV Bonjour je viens de consulter ma consommation sur l’application mais je pense qu’il y a un problème. Pourriez vous me contacter svp? Merci,"1,766E+18",7,152,True,False
"1,76602E+18",mllehelenew,H W,2024-03-08 08:23:27,@ENGIEpartSAV il faut combien de temps à votre agence de Grand Marseille pour rappeler ses clients? Plus d’un mois que j’attends malgré plusieurs appels à vos conseillers. Le montant de la facture a bien été débité sous 24h pourtant 🧐,"1,76602E+18",8,234,True,False
"1,76605E+18",CedricFt92,Cédric Ft,2024-03-08 10:18:59,"@ENGIEpartSAV suite a un recent déménagement, mon contrat électrique fourni bien la bonne adresse du nouveau domicile, mais sur mon espace client ça affiche toujours l'ancienne adresse. Pourriez-vous régler le problème ? ? ","1,76605E+18",10,223,True,False
"1,76612E+18",catwomanblk,Diamant,2024-03-08 14:57:50,"@ENGIEpartFR, cela fait 6 mois que j'ai déménagé de chez mon ex et que j'ai demandé à Engie de supprimer mon e-mail associée à son adresse. Aujourd’hui, ils ont supprimé l’adresse, mais ils n'arrivent pas à activer mon espace personnel.","1,76612E+18",14,236,True,False
"1,76612E+18",catwomanblk,Diamant,2024-03-08 14:57:52,"La conseillère me demande de créer une nouvelle adresse e-mail, ce que je trouve ridicule. De plus, lorsque je demande mes heures creuses, on me dit qu'il n'y a qu'un créneau de 23h à 7h La on me demande de patienter. Ça fait 1h que je patiente @ENGIEpartFR @FondationEngie https://t.co/iRzSyskmNH","1,76612E+18",14,297,True,False
"1,76618E+18",beubon,Tsilavo,2024-03-08 18:55:26,@ENGIEpartFR ça fait 4 fois que je vous appelle pour un pb de facture. À chaque fois on me dit ok et c'est tjrs pas fait. Faut connaître qui pour que le souci soit réglé ????? ,"1,76618E+18",18,176,True,False
"1,76681E+18",belleisa94,belleisa94,2024-03-10 12:41:54,"@ENGIEpartFR sur mon contrat, il est bien indiqué que de 07/23 à 07/24, le prix du kwh pour la fourniture ne doit pas évoluer, donc il devrait être à 0,12634 € ht, or, il ne cesse d'évoluer pour arriver aujourd’hui au prix de 0,1855€ht ! Je demande à être régularisée.","1,76681E+18",12,268,True,False
"1,76689E+18",belleisa94,belleisa94,2024-03-10 18:24:30,"@ENGIEpartFR j’ai souscrit un contrat en 07/23 indiquant que le prix de la conso fourniture en kwh doit être fixe à 0,12634€ HT pendant 1 an; or, depuis le 01/09, ce tarif ne cesse d’augmenter !! J’ai écrit à vos conseillers qui font semblant de ne pas comprendre et mentent ! ","1,76689E+18",18,277,True,False
"1,76727E+18",pandeminione,"moi, christiane f.",2024-03-11 19:28:45,@ENGIEgroup @ENGIEpartFR sachez que je vais pas payer votre facture scandaleuse de 616€ que vous m’avez envoyé hein,"1,76727E+18",19,115,True,True
"1,76753E+18",LaBelleEnYeux,Eilahtan 🌸☀️🏝,2024-03-12 12:23:28,Quand @ENGIEpartFR te facture une somme qui arrive de nulle part et qu’il cherche la petite bête pour ne pas annuler la somme. Depuis quand on demande un relevé de compte totale. Je sens que je vais en faire un tiktok avec mes 20k d’abonnés ça fera du bruit,"1,76753E+18",12,257,True,False
"1,76759E+18",NicoMontalieu,NicolasMontalieu,2024-03-12 16:17:45,"Bonjour @ENGIEpartFR. Comment ça se passe quand on réserve la 1/2 journée à la maison car un technicien doit venir, mais que ce dernier passe une bonne partie de l'après-midi sur le parking à discuter avec son collègue et qui, finalement, n'est jamais venu ? ","1,76759E+18",16,259,True,False
"1,76792E+18",guetfllrd,gaetan.exe,2024-03-13 14:44:13,bjr @ENGIEpartFR pourquoi vous me surfacturez x3 ma conso électrique ??? je suis fonctionnaire par millionnaire,"1,76792E+18",14,111,True,False
"1,76794E+18",mllehelenew,H W,2024-03-13 15:48:35,"@ENGIEpartSAV @ENGIEpartFR Bonjour Julian, j’en suis à peu près au 5eme mail envoyé et au 18eme appel. Un rdv avait été enfin fixé, il vient d’être annulé. Je perds patience !!! ","1,76794E+18",15,178,True,False
"1,76828E+18",vr54110,Cy Ga (vr54110),2024-03-14 14:34:10,@ENGIEpartFR Sinon votre application est censé refonctionner quand ?? Ça fait 1 mois et demi qu'elle est inaccessible !!! ,"1,76828E+18",14,122,True,False
"1,76832E+18",Pierre_Fiol,Pierre Fiol,2024-03-14 16:50:24,"dites @ENGIEpartFR, il y a des gens à vos couleurs (gilet, badge) qui font du porte à porte rentre-dedans en pressant les gens de remplir des documents pour soit disant installer 1 solution gratuite de pilotage du chauffage en partenariat avec le département de l'essonne (1/2)","1,76832E+18",16,277,True,False
"1,76861E+18",LaureBBW,Triomphe de Neptune 🧞‍♀️,2024-03-15 11:53:40,@ENGIEpartFR c’est normal que je comprend rien à ma consommation ? Entre abonnement et conso c’est quoi la différence ? ,"1,76861E+18",11,120,True,False
"1,76867E+18",Mimoz0,Mimoso,2024-03-15 15:48:15,"Tu sais quoi @ENGIEpartFR on va faire un truc. Offre moi la corde ça ira plus vite. Vive les anxiolytiques. Tu m'expliques comment j ai utilisé-33% d élec mais que j ai quasi 300€ de plus à payer ? Un jour je n'aurais plus la force, vraiment. https://t.co/pjVVXsbpUS","1,76867E+18",15,266,True,False
"1,76969E+18",snoop_ahahah,snoop,2024-03-18 11:38:28,"@ENGIEpartFR ma voisine a reçu un appel téléphonique d'un homme du 0377182277 qui lui notifie son adresse et le fait qu'elle soit propriétaire mais lui répondant qu'elle n'est que locataire il lui raccroche au nez, c'est votre façon de faire ou bien ? ","1,76969E+18",11,252,True,False
"1,7698E+18",vince_b29,Vincent Beck,2024-03-18 19:11:43,@ENGIEpartFR Ça ne vous dérange pas de me placer 43% d'augmentation sur le kWh en deux mois? Deux appels avec vos conseillers bien éduqués pour répondre de manière évasive. 😡😡 #électricité #consommateur #énergie #engie #arnaque @UFCquechoisir https://t.co/CmfZ7dFUrM,"1,7698E+18",19,266,True,False
"1,77003E+18",elgang1010,loic,2024-03-19 10:01:56,"@ENGIEpartFR moins 13% de consommation et facture plus que doublé, du vol pour et simple !!! https://t.co/NHuZW63L94","1,77003E+18",10,116,True,False
"1,77006E+18",Christo09033176,Christophe Delattre,2024-03-19 12:23:47,@ENGIEpartFR sont des voleurs et ils trafiquent les données. Je vous déconseille ce fournisseur. Exemple mon suivi en octobre m'indique une économie de 90€ et hop engie passe par là plus rien😡🤬 Nous avons un système en temps réel maintenant et bizarrement rien n'ai cohérent! ,"1,77006E+18",12,276,True,False
"1,77011E+18",DaMrTom,Thomas 💀⚔️ Matador ⚔️💀,2024-03-19 15:13:27,L’application @ENGIEpartFR est toujours à la ramasse. Quand est ce qu’on passe à la vitesse supérieure dites nous vite ? https://t.co/eYJ8DCLrA7,"1,77011E+18",15,144,True,False
"1,77037E+18",saintjammes,SaintJammes,2024-03-20 08:44:05,"@ENGIEpartFR dites, j'agis avec engie, vous voulez pass réparer ma clim, ça fait des mois que j'attends et que je rappelle sans résultat..... Bravo l'action...","1,77037E+18",8,159,True,False
"1,77077E+18",JHurtrez,Jean-Paul Hurtrez,2024-03-21 10:54:14,@ENGIEpartFR a quand le retour de l'espace client sur votre site ? ,"1,77077E+18",10,67,True,False
"1,77081E+18",jemennuiebcpp,Boo,2024-03-21 13:54:01,C’est moi ou le prix de l’électricité a augmenté en mars ? Je paie autant que lorsqu’on mon chauffage était allumé alors que je l’ai éteint il y a 4 jours..? @ENGIEpartFR,"1,77081E+18",13,170,True,False
"1,77107E+18",zewala3,̷L̷'̷A̷n̷g̷e̷_ ̷i̷n̷d̷o̷m̷p̷t̷a̷b̷l̷e̷,2024-03-22 07:15:35,"@ENGIEpartFR @maison_travaux Comment se fait-il que🔥gazinière a une odeur jamais observée les années auparavant ? J'aimerai explication ? idem chauffage🔥qualité diluée et,compteur tourne pareil ? @60millions @UFCquechoisir Les jeunes de- de 30a ne peuvent savoir, avant EDF-GDF tenait sur la même facture...","1,77107E+18",7,307,True,False
"1,77119E+18",THOMASS76089750,- Pepito -,2024-03-22 14:43:26,Bonjour. C'est vous @ENGIEpartFR ou @ENGIEpartSAV au bout de ce numéro ?? Ou est ce une arnaque qui tente de se faire passer pour vous ?? Merci pour votre retour rapide. https://t.co/5gAD21WgMd,"1,77119E+18",14,193,True,False
"1,7715E+18",THOMASS76089750,- Pepito -,2024-03-23 11:26:06,"@ENGIEpartSAV Bonjour, Ce n'était pas le sens de ma question. Reconnaissez vous dans ce sms, vos methodes ? Votre numero de téléphone ? Dois je faire confiance a ce sms ?? Sur certains sites, le numéro de téléphone est associé a des arnaques / démarchage... D'ou ma question...","1,7715E+18",11,277,True,False
"1,77165E+18",AznarPierre2,mr wick 🐕 (pierre),2024-03-23 21:32:53,"Et bien sûr en ce moment, je n'ai d'aide de personne ya pas un chèque énergie @ENGIEpartFR, je me fait allumer tout les mois à payer 100 balles,c'est plus possible c'est trop cher...","1,77165E+18",21,182,True,False
"1,77218E+18",AznarPierre2,mr wick 🐕 (pierre),2024-03-25 08:27:04,"Comment payé sa la, alors que mon frigo est vide @ENGIEpartFR ? Le prix augmente tout le temps, moi je n'y arrive pas https://t.co/PegqPAGgMc","1,77218E+18",8,141,True,False
"1,77224E+18",SoLaPuissance,So2,2024-03-25 12:17:29,@ENGIEpartFR qui vous communique des plages horaires d'heures creuses lors de la souscription du contrat élec et quelques mois plus tard se rendre compte qu'elles ne sont pas prises en compte. Réécoutez l'appel et vous verrez bien que vous êtes des escrocs ! ,"1,77224E+18",12,259,True,False
"1,77224E+18",leamths5,Léa Mathis,2024-03-25 12:46:08,@ENGIEgroup pire fournisseur d’électricité ! 4 mois de démarches et ils annulent un contrat alors que je demande juste une mensualisation. Je me retrouve sans contrat depuis 2 mois et sans justificatif de domicile ni rien… « On vous recontacte dans deux semaines »,"1,77224E+18",12,264,True,False
"1,77263E+18",LitaCabbit,Lita🌺,2024-03-26 14:05:50,"@ENGIEpartFR @la_csf Vous n'en avez pas marre de mettre le couteau sous la gorge de vos clients ? Sans parler du service client qui essaie soit de nous faire culpabiliser ou nous arnaquer. On a jamais eu droit au bouclier énergie, vous êtes une source d'anxiété immense dans mon foyer. JE ME TIRE. https://t.co/TDEl0GFiAN","1,77263E+18",14,321,True,False
"1,77263E+18",LitaCabbit,Lita🌺,2024-03-26 14:10:27,"@ENGIEpartFR @la_csf awi, et vous ne vous gênez pas pour nous enterrer un peu + en me balançant un mail pour m'annoncer que vous ajoutez 213 euros à nos mensualités bah en fait c'est non bye 🧳👋","1,77263E+18",14,193,True,False
"1,77289E+18",cehtolonen,Charlotte Tolonen,2024-03-27 07:18:17,"In a stalemate since 12 dec with @ENGIEpartFR and @GRDF - ""smart"" gas meter is miscalibrated &amp; they require ME to fix it? 12+ hours in customer service calls and we are still not fixed. Keep saying they will ""fait le necessaire"" but then cancel each other's service calls - HELP! ","1,77289E+18",7,284,True,False
"1,7729E+18",WD_And_Co,WD And Co,2024-03-27 08:18:55,"@ENGIEpartFR Êtes vous sûr de vos données ? Si je reçois une facture plus élevée, il me faudra des explications. https://t.co/o0OkeQcm96","1,7729E+18",8,136,True,False
"1,77301E+18",Randzahroc,Thérésa 🏳️‍⚧️🐿️,2024-03-27 15:17:34,@ENGIEpartFR J'ai regardé en détail et c'est la facture d'instalation. Mais ça fait peur 😭 Ça va pas de dire qu'il y a eu un échange alors que non ? ,"1,77301E+18",15,149,True,False
