id;screen_name;created_at;full_text;sentiment;date;hour;day_of_week;text_length;contains_keywords
110;aaadlng;2024-02-23 10:38:19+00:00;il est 11h38 il te reste 22 minutes dépêchetoi engiepartfr;Neutre;2024-02-23;10;Friday;58;False
111;ESagnelonge;2024-02-25 09:25:19+00:00;engiepartfr cest sympa de changer le contrat pour me le facturer plus cher alors que je nai rien demandé cest de la fraude;Neutre;2024-02-25;9;Sunday;122;False
112;fareshas59;2024-02-25 12:30:35+00:00;engiepartfr  nest pasncapable de nous fournir les factures sur 1 an mais en plus nimpossible de les joindre  puis ils osent nous dire quils plafonnent les prix et on se fait truander de 25 daugmentation ncomment on a pu en arriver la n60millions ncourbetjulien nlitigefr;Neutre;2024-02-25;12;Sunday;270;False
113;Excta3;2024-02-26 07:52:23+00:00;en france cest apparemment possible dêtre sans chauffage ni eau chaude durant trois jours en hiver alors quil fait moins de dix degrés dans la maison merci engie engiepartfr;Neutre;2024-02-26;7;Monday;173;False
114;LaBelleEnYeux;2024-02-26 08:44:39+00:00;ça fait des mois que engiepartsav me réclame 57222 sans savoir me dire ce quest cette somme mes abonnements et consommations ont été payés et cette somme qui sort de nulle part je sens que je vais partir et dire bonjour à edfofficiel;Neutre;2024-02-26;8;Monday;233;False
115;Alexf80341509;2024-02-27 07:45:24+00:00;je découvre dans les comms que je ne suis pas la seule à me faire tabasser par engiepartfr nok je suis dans une  pas super isolée en chauffant a minima pour pas être obligée dêtre en pullplaidchaussettes en sdb et chambre cest 300mois idem ceux en appart visiblement;Positif;2024-02-27;7;Tuesday;266;False
116;ENGIEpartFR;2024-02-27 10:00:11+00:00;vrai ou faux nnbaisser le chauffage dun degré permet de réaliser environ 7 déconomies dénergiennla réponse demain sur engiepartfr;Neutre;2024-02-27;10;Tuesday;129;False
117;JunkiePriss;2024-02-27 14:02:46+00:00;engiepartfr le site est en panne depuis 2 jours  quand pourrons nous y avoir accès sil vous plaît;Négatif;2024-02-27;14;Tuesday;97;True
118;avanakama;2024-02-28 06:08:47+00:00;engiepartfr je vous hais cest pas possible dêtre aussi con ma parole vous servez à rien on a beau vous appeler 10 fois vous régler jamais le problème  700 de prélevé comme ça alors que la facture est une erreur daprès vos dires allez vous faire foutre;Négatif;2024-02-28;6;Wednesday;251;False
119;lhawai1;2024-02-28 07:43:16+00:00;engiepartfr   3 semaines pour traiter un dossier et recevoir une pièce disponible en 2 jours chez cedeonpas deau chaude et de chauffage en plein hiver et ils sen foutent royalement on se rend compte que lon paie un abonnement dentretien sans aucun service derrière;Neutre;2024-02-28;7;Wednesday;264;False
120;peterpancf;2024-02-28 09:31:22+00:00;engiepartfr cest normal que vos employés nous racroche au nez;Positif;2024-02-28;9;Wednesday;61;False
121;lhawai1;2024-02-28 12:00:04+00:00;engiepartfr cest déjà fait;Neutre;2024-02-28;12;Wednesday;26;False
122;laudpsr;2024-02-28 12:38:31+00:00;engiepartfr 2 rdv annulés en novembre et décembre 2023 puis enfin un rdv lundi avec un technicien pour lentretien annuel de ma chaudière et depuis lundi que des problèmes alors que ma chaudière allait très bien avant ça;Négatif;2024-02-28;12;Wednesday;219;False
123;AllaanFt;2024-02-28 15:01:56+00:00;engiepartfr scandaleux daugmenter la mensualité des clients de 124 sans prévenir  jouer avec largent des clients comme ça cest scandaleux sans compter les prélèvements sans que ni tête sans un appel rapidement du service concerné comme demandé ce sera ciao;Négatif;2024-02-28;15;Wednesday;256;False
124;ChloeByclo;2024-02-28 15:48:46+00:00;engiepartfr à quel moment peut on dire à quelquun qui sinterroge sur sa facture que sa demande ne rentre pas dans les 3 min et qui sorten plus vous mavez fait ouvrir des onglets et télécharger des documents pour rien;Neutre;2024-02-28;15;Wednesday;216;False
125;thermsdorff;2024-02-28 19:39:01+00:00;engiepartfr laudpsr réponse du sav dengie  on vous recontactera pour planifier un dépannage je fais comment avec un bébé et sans chauffage;Neutre;2024-02-28;19;Wednesday;138;False
126;Cozic3;2024-02-29 19:40:36+00:00;engiepartfr  ma facture de février a augmenté de 100 fev 23 avec un changement de tous mes chauffages température 18 degrés vous êtes de véritables escrocs;Négatif;2024-02-29;19;Thursday;155;False
127;By__Lisson;2024-03-01 03:49:20+00:00;engiepartfr vous faite mal votre boulot cest aberrant dêtre dans cette situation;Neutre;2024-03-01;3;Friday;80;False
128;MCarolineL;2024-03-01 05:28:04+00:00;engiepartfr salut engie  comment ça va vous  bien bien  parce quen fait vous nous avez supprimé notre contrat gaz sans nous avertir on a du se barrer en vitesse chez un autre fournisseur et maintenant vous nous réclamez des frais dabo et de souscription;Neutre;2024-03-01;5;Friday;253;False
129;Toto7957;2024-03-01 11:43:45+00:00;engiepartfr n engiepartsavndgccfrn60millionsnengie l incompetence a un nom  npersonne dassez compétent pour prendre en charge et assurer un suivi nde leur numéro cristal à leur sav sur xnpar contre pour les prélèvements ils sont tous au rendezvous;Neutre;2024-03-01;11;Friday;247;False
130;Toto7957;2024-03-01 11:49:26+00:00;engiepartfr n engiepartsavndgccfrn60millionsnengie l incompetence a un nom nharcelement incompetence de votre part à lencontre dune personne de 75 ans depuis le 8 août 2023 alors que les dysfonctionnements ne sont que de votre part;Neutre;2024-03-01;11;Friday;231;False
131;Toto7957;2024-03-01 11:53:01+00:00;avanakama engiepartfr engiepartfr n engiepartsavndgccfrn60millionsnengie l incompetence a un nom  nfranchement on a les mêmes soucis que vous et on est pas les seuls aux dires de beaucoup de gens qui nous entourent ncest une honte;Neutre;2024-03-01;11;Friday;230;False
132;_Kika___;2024-03-01 12:31:49+00:00;grdf engiepartfr since 2017 je vous répète que je nai pas de gaz je nai même aucun contrat gaz chez vous ni ailleurs vous allez comprendre a quelle heure  cest du harcèlement mail et physique je vais vous denoncer à gdarmanin;Neutre;2024-03-01;12;Friday;225;False
133;hohotweet;2024-03-03 18:40:57+00:00;brunolemaire 158 euros pour 1 t3  jai envie dinsulter toutes ta famille sur plusieurs générations  toi et toutes ta clique de renaissance et emmanuelmacron vous me dégoûté   engiepartfr je vait vite me barré  bande de voleurs;Neutre;2024-03-03;18;Sunday;225;False
134;LilKermzy;2024-03-04 09:09:00+00:00;engiepartfr 3 fois que je répète toutes mes informations pour faire une fiche client et cest si compliqué que ca  nlordinateur ne marche pas  cest quoi  une entreprise des années 40;Neutre;2024-03-04;9;Monday;181;False
135;SamVenere2022;2024-03-04 09:42:43+00:00;engiepartfr  vous répondez quand au téléphone  plus de 20 m que j attends en ligne;Neutre;2024-03-04;9;Monday;82;False
136;CedricFt92;2024-03-04 16:33:29+00:00;engiepartfr pourquoi sur mon espace client mon ancienne adresse de domicile est toujours mentionnée comme lieu de consommation malgré avoir fait la procédure de changement dadresse sur lapplication  combien de temps ça prend pour faire le changement;Neutre;2024-03-04;16;Monday;249;False
137;LeArtavus;2024-03-05 10:43:55+00:00;engiegroup engiepartfr vous pouvez me rappeler le prix du kwh njai dû louper un truc;Neutre;2024-03-05;10;Tuesday;84;False
138;hyunsaeng;2024-03-05 21:52:30+00:00;donc engiepartfr qui menvoie un nouvel échéancier avec la revalorisation des prix et donc qui passe de 48 à 75 par mois le plus que je consomme dans lannée cest en décembre et janvier la je dépasse les 55 mais sinon je suis en dessous des 50 voir même 40;Neutre;2024-03-05;21;Tuesday;254;False
139;ENGIEpartFR;2024-03-06 09:02:30+00:00;vrai ou faux nnil est préférable dutiliser le gros électroménager tel que le lavelinge ou le lavevaisselle en heure creuse nnla réponse dans quelques jours sur engiepartfr;Neutre;2024-03-06;9;Wednesday;171;False
140;Sey_mc0;2024-03-06 20:58:12+00:00;engiepartfr estce normal que le prix de ma consommation du mois de février était de 45euro il ya 2 jours et aujourdhui 77 euros  comme par magie  je paye un kwh à 044 cts deuros alors que mon contrat de base est de 022cts kwh;Négatif;2024-03-06;20;Wednesday;225;False
141;Gawawelle5;2024-03-07 13:42:55+00:00;engiepartfr nous on a consommé moins que lannée dernière on a payé plus de 100 en plus sur la facture pour la même période ça va bien pour vous  il va où le pognon;Neutre;2024-03-07;13;Thursday;163;False
142;tom37540;2024-03-08 07:22:08+00:00;engiepartsav bonjour je viens de consulter ma consommation sur lapplication mais je pense quil y a un problème pourriez vous me contacter svp merci;Négatif;2024-03-08;7;Friday;147;False
143;mllehelenew;2024-03-08 08:23:27+00:00;engiepartsav il faut combien de temps à votre agence de grand marseille pour rappeler ses clients plus dun mois que jattends malgré plusieurs appels à vos conseillers le montant de la facture a bien été débité sous 24h pourtant;Positif;2024-03-08;8;Friday;227;False
144;CedricFt92;2024-03-08 10:18:59+00:00;engiepartsav suite a un recent déménagement mon contrat électrique fourni bien la bonne adresse du nouveau domicile mais sur mon espace client ça affiche toujours lancienne adresse  pourriezvous régler le problème;Négatif;2024-03-08;10;Friday;213;False
145;catwomanblk;2024-03-08 14:57:50+00:00;engiepartfr  cela fait 6 mois que jai déménagé de chez mon ex et que jai demandé à engie de supprimer mon email associée à son adresse aujourdhui  ils ont supprimé ladresse mais ils narrivent pas à activer mon espace personnel;Neutre;2024-03-08;14;Friday;226;False
146;catwomanblk;2024-03-08 14:57:52+00:00;la conseillère me demande de créer une nouvelle adresse email ce que je trouve ridicule de plus lorsque je demande mes heures creuses on me dit quil ny a quun créneau de 23h à 7hnla on me demande de patienter  ça fait 1h que je patiente engiepartfr fondationengie;Neutre;2024-03-08;14;Friday;263;False
147;beubon;2024-03-08 18:55:26+00:00;engiepartfr ça fait 4 fois que je vous appelle pour un pb de facture à chaque fois on me dit ok et cest tjrs pas fait faut connaître qui pour que le souci soit réglé;Positif;2024-03-08;18;Friday;165;False
148;belleisa94;2024-03-10 12:41:54+00:00;engiepartfr sur mon contrat il est bien indiqué que de 0723 à 0724 le prix du kwh pour la fourniture ne doit pas évoluer donc il devrait être à 012634  ht or il ne cesse dévoluer pour arriver aujourdhui au prix de 01855ht  je demande à être régularisée;Neutre;2024-03-10;12;Sunday;252;False
149;belleisa94;2024-03-10 18:24:30+00:00;engiepartfr jai souscrit un contrat en 0723 indiquant que le prix de la conso fourniture en kwh doit être fixe à 012634 ht pendant 1 an  or depuis le 0109 ce tarif ne cesse daugmenter  jai écrit à vos conseillers qui font semblant de ne pas comprendre et mentent;Neutre;2024-03-10;18;Sunday;262;False
150;pandeminione;2024-03-11 19:28:45+00:00;engiegroup engiepartfr sachez que je vais pas payer votre facture scandaleuse de 616 que vous mavez envoyé hein;Négatif;2024-03-11;19;Monday;111;False
151;LaBelleEnYeux;2024-03-12 12:23:28+00:00;quand engiepartfr te facture une somme qui arrive de nulle part et quil cherche la petite bête pour ne pas annuler la somme depuis quand on demande un relevé de compte totale je sens que je vais en faire un tiktok avec mes 20k dabonnés ça fera du bruit;Neutre;2024-03-12;12;Tuesday;252;False
152;NicoMontalieu;2024-03-12 16:17:45+00:00;bonjour engiepartfr comment ça se passe quand on réserve la 12 journée à la maison car un technicien doit venir mais que ce dernier passe une bonne partie de laprèsmidi sur le parking à discuter avec son collègue et qui finalement nest jamais venu;Neutre;2024-03-12;16;Tuesday;247;False
153;guetfllrd;2024-03-13 14:44:13+00:00;bjr engiepartfr pourquoi vous me surfacturez x3 ma conso électrique  je suis fonctionnaire par millionnaire;Neutre;2024-03-13;14;Wednesday;107;False
154;mllehelenew;2024-03-13 15:48:35+00:00;engiepartsav engiepartfrn bonjour julian jen suis à peu près au 5eme mail envoyé et au 18eme appel un rdv avait été enfin fixé il vient dêtre annulé je perds patience;Neutre;2024-03-13;15;Wednesday;166;False
155;vr54110;2024-03-14 14:34:10+00:00;engiepartfr sinon votre application est censé refonctionner quand  ça fait 1 mois et demi quelle est inaccessible;Neutre;2024-03-14;14;Thursday;113;False
156;Pierre_Fiol;2024-03-14 16:50:24+00:00;dites engiepartfr il y a des gens à vos couleurs gilet badge qui font du porte à porte rentrededans en pressant les gens de remplir des documents pour soit disant installer 1 solution gratuite de pilotage du chauffage en partenariat avec le département de lessonne 12;Neutre;2024-03-14;16;Thursday;267;False
157;LaureBBW;2024-03-15 11:53:40+00:00;engiepartfr cest normal que je comprend rien à ma consommation nentre abonnement et conso cest quoi la différence;Positif;2024-03-15;11;Friday;113;False
158;Mimoz0;2024-03-15 15:48:15+00:00;tu sais quoi engiepartfr on va faire un truc offre moi la corde ça ira plus vite vive les anxiolytiques tu mexpliques comment j ai utilisé33 d élec mais que j ai quasi 300 de plus à payer  un jour je naurais plus la force vraiment;Neutre;2024-03-15;15;Friday;230;False
159;snoop_ahahah;2024-03-18 11:38:28+00:00;engiepartfr ma voisine a reçu un appel téléphonique dun homme du 0377182277 qui lui notifie son adresse et le fait quelle soit propriétaire mais lui répondant quelle nest que locataire il lui raccroche au nez cest votre façon de faire ou bien;Neutre;2024-03-18;11;Monday;242;False
160;vince_b29;2024-03-18 19:11:43+00:00;engiepartfr ça ne vous dérange pas de me placer 43 daugmentation sur le kwh en deux mois deux appels avec vos conseillers bien éduqués pour répondre de manière évasive nélectriciténconsommateurnénergienengienarnaquenufcquechoisir;Négatif;2024-03-18;19;Monday;229;False
161;elgang1010;2024-03-19 10:01:56+00:00;engiepartfr moins 13 de consommation et facture plus que doublé du vol pour et simple;Neutre;2024-03-19;10;Tuesday;85;False
162;Christo09033176;2024-03-19 12:23:47+00:00;engiepartfr sont des voleurs et ils trafiquent les données je vous déconseille ce fournisseurnexemple mon suivi en octobre mindique une économie de 90 et hop engie passe par là plus riennnous avons un système en temps réel maintenant et bizarrement rien nai cohérent;Neutre;2024-03-19;12;Tuesday;266;False
163;DaMrTom;2024-03-19 15:13:27+00:00;lapplication engiepartfr est toujours à la ramasse quand est ce quon passe à la vitesse supérieure dites nous vite;Neutre;2024-03-19;15;Tuesday;114;False
164;saintjammes;2024-03-20 08:44:05+00:00;engiepartfr dites  jagis avec engie vous voulez pass réparer ma clim ça fait des mois que jattends et que je rappelle sans résultat bravo laction;Neutre;2024-03-20;8;Wednesday;145;False
165;JHurtrez;2024-03-21 10:54:14+00:00;engiepartfr a quand le retour de lespace client sur votre site;Neutre;2024-03-21;10;Thursday;62;False
166;jemennuiebcpp;2024-03-21 13:54:01+00:00;cest moi ou le prix de lélectricité a augmenté en mars  je paie autant que lorsquon mon chauffage était allumé alors que je lai éteint il y a 4 jours  engiepartfr;Neutre;2024-03-21;13;Thursday;162;False
167;zewala3;2024-03-22 07:15:35+00:00;engiepartfr maisontravaux comment se faitil quegazinière a une odeur jamais observée les années auparavant  jaimerai explication nidem chauffagequalité diluée etcompteur tourne pareil  60millions ufcquechoisirnles jeunes de de 30a ne peuvent savoir avant edfgdf tenait sur la même facture;Neutre;2024-03-22;7;Friday;288;False
168;THOMASS76089750;2024-03-22 14:43:26+00:00;bonjourncest vous engiepartfr ou engiepartsav au bout de ce numéro  ou est ce une arnaque qui tente de se faire passer pour vous nnmerci pour votre retour rapide;Négatif;2024-03-22;14;Friday;161;False
169;THOMASS76089750;2024-03-23 11:26:06+00:00;engiepartsav bonjournce nétait pas le sens de ma questionnnreconnaissez vous dans ce sms vos methodes  votre numero de téléphone  dois je faire confiance a ce sms nnsur certains sites le numéro de téléphone est associé a des arnaques  démarchage dou ma question;Négatif;2024-03-23;11;Saturday;261;False
170;AznarPierre2;2024-03-23 21:32:53+00:00;et bien sûr en ce moment je nai daide de personne ya pas un chèque énergie engiepartfr  je me fait allumer tout les mois à payer 100 balles cest plus possible cest trop cher;Neutre;2024-03-23;21;Saturday;173;False
171;AznarPierre2;2024-03-25 08:27:04+00:00;comment payé sa la  alors que mon frigo est vide engiepartfr  le prix augmente tout le temps moi je ny arrive pas;Neutre;2024-03-25;8;Monday;113;False
172;SoLaPuissance;2024-03-25 12:17:29+00:00;engiepartfr qui vous communique des plages horaires dheures creuses lors de la souscription du contrat élec et quelques mois plus tard se rendre compte quelles ne sont pas prises en compte réécoutez lappel et vous verrez bien que vous êtes des escrocs;Négatif;2024-03-25;12;Monday;251;False
173;leamths5;2024-03-25 12:46:08+00:00;engiegroup pire fournisseur délectricité   4 mois de démarches et ils annulent un contrat alors que je demande juste une mensualisation nje me retrouve sans contrat depuis 2 mois et sans justificatif de domicile ni rien n on vous recontacte dans deux semaines;Neutre;2024-03-25;12;Monday;259;False
174;LitaCabbit;2024-03-26 14:05:50+00:00;engiepartfr lacsf vous nen avez pas marre de mettre le couteau sous la gorge de vos clients  sans parler du service client qui essaie soit de nous faire culpabiliser ou nous arnaquer on a jamais eu droit au bouclier énergie vous êtes une source danxiété immense dans mon foyer je me tire;Négatif;2024-03-26;14;Tuesday;287;False
175;LitaCabbit;2024-03-26 14:10:27+00:00;engiepartfr lacsf awi et vous ne vous gênez pas pour nous enterrer un peu  en me balançant un mail pour mannoncer que vous ajoutez 213 euros à nos mensualités bah en fait cest non bye;Neutre;2024-03-26;14;Tuesday;183;False
176;cehtolonen;2024-03-27 07:18:17+00:00;in a stalemate since 12 dec with engiepartfr and grdf  smart gas meter is miscalibrated amp they require me to fix it 12 hours in customer service calls and we are still not fixed keep saying they will fait le necessaire but then cancel each others service calls  help;Positif;2024-03-27;7;Wednesday;268;False
177;WD_And_Co;2024-03-27 08:18:55+00:00;engiepartfr êtes vous sûr de vos données nsi je reçois une facture plus élevée il me faudra des explications;Neutre;2024-03-27;8;Wednesday;108;False
178;Randzahroc;2024-03-27 15:17:34+00:00;engiepartfr jai regardé en détail et cest la facture dinstalation mais ça fait peur  ça va pas de dire quil y a eu un échange alors que non;Neutre;2024-03-27;15;Wednesday;139;False
179;theoalrd;2024-03-27 16:23:38+00:00;engiepartfr grdf nnalerte ne pas choisir cette entreprise pour le changement de gaz obligatoire nnous sommes privés deau chaude et de chauffage depuis ce vendredi 2303 à 16h  il fait 16 chez moingrdf mandate cette entreprise pour effectuer les réglages nécessaire;Neutre;2024-03-27;16;Wednesday;263;False
180;Brutus8039277;2024-03-28 07:05:45+00:00;engiepartfr qui coupe mon contrat délectricité et de gaz 2 semaine trop tôt quelle honte  je le retrouve avec un bb sans gaz et sans électricité  mon frigo plein qui va finir à la poubelle je fonce déposer une plainte immédiate;Négatif;2024-03-28;7;Thursday;227;False
181;ValentinBonnel;2024-03-30 16:11:17+00:00;engiepartfr bonjour je souhaiterai voir pour basculer lélectricité chez vous vous pouvez vous me donner une estimation mensuelle svp;Neutre;2024-03-30;16;Saturday;132;False
182;hyunsaeng;2024-04-01 20:03:00+00:00;bon engiepartfr vous mavez augmenté à 75 de facture sur quelle base destimation  le mois de janvier était celui où jai le plus consommé 60 abonnement compris donc faut expliquer où comment vous faites vos estimations je serais heureuse de le savoir;Négatif;2024-04-01;20;Monday;248;False
183;mllehelenew;2024-04-02 11:36:57+00:00;engiepartsav en revanche je peux planifier un rdv pour le 17 avril si je crée un nouveau contrat  une honte;Neutre;2024-04-02;11;Tuesday;107;False
184;Synea41;2024-04-02 15:20:26+00:00;cest beau engiepartfr de faire appel aux étrangers pour gérer les appels mais on fait quoi quand ils sont incapables de comprendre la demande et nous renvoient même pas vers quelquun qui comprend mieux et raccrochent;Neutre;2024-04-02;15;Tuesday;216;False
185;incarnare;2024-04-02 17:07:38+00:00;le daron a souscrit un contrat dentretien pac chez engiepartsav dans ce thread je vous partage ses galèresn;Neutre;2024-04-02;17;Tuesday;107;False
186;incarnare;2024-04-02 17:07:41+00:00;du coup deux jours après la visite de routine du technicien le daron est à leau froide et gère la régulation thermique de sa maison au disjoncteur merci engiepartsav;Négatif;2024-04-02;17;Tuesday;165;False
187;cehtolonen;2024-04-03 10:37:05+00:00;geoffjentry engiepartsav still no power my 6 year old has now fallen sick and today engiepartsav tells me no grdf says no problem with my smart meter so they wont do anything for me until i pay 3000 euro more they will not confirm the meter  seems their system will not let them see my photos;Positif;2024-04-03;10;Wednesday;292;False
188;nathan25870;2024-04-03 14:13:34+00:00;engiepartfr nvous trouvez ça normal davoir 2000 de régularisation de octobre 2023 à mars 2024 en ayant 60m2 et ne chauffant que le strict minimum des voleurs pareil jamais vu  personnel au téléphone incompétente on mange des cailloux le mois prochain;Négatif;2024-04-03;14;Wednesday;250;False
189;Xliyne44;2024-04-03 15:43:04+00:00;engiepartfr 17h40 jattends depuis 13h le gars qui dois venir faire lentretien de la chaudière;Neutre;2024-04-03;15;Wednesday;93;False
190;BIO_MOOD;2024-04-03 16:28:21+00:00;engiepartfr vous êtes vous fait pirater vos données ou bien vendez vous nos datas  nje reçois plein de sms de numéros non commerciaux et la façon dont ils minterpellent  noms accolés de la colloc  il ny a que chez vous que je suis enregistrée ainsi cest juste intolérable;Neutre;2024-04-03;16;Wednesday;271;False
191;MrOrkyd;2024-04-03 17:57:36+00:00;bravo  engiepartfr  vous êtes tellement des escrocs   entre juin 2023 et aujourdhui je vous ai appelé 17 fois 17 fois on ma promis de me rapeller pour régler ma situation ça nest jms arrivé aucun respect pour vos clients   engie escroquerie mensonge;Négatif;2024-04-03;17;Wednesday;249;False
192;Shiroholo;2024-04-04 05:30:52+00:00;engiepartfr donc envie définitivement classer dans la catégorie voleur une telle facture pour ma mère en invalidité  donc même pas sûr de pouvoir la payer pour un kilowattheure à 040njamais avertis via le site  site qui parle de 021 merci au service client pareil;Neutre;2024-04-04;5;Thursday;263;False
193;blavier86;2024-04-04 09:18:26+00:00;engiepartfr a fuir bande dincompétents jétais mensualisé et engie a arrêté sans raison la mensualisation à la fin j ai eu une grosse facture à payer pour compenser engie m a promis un geste commercial baisse de 2500 que je n ai jamais reçu;Négatif;2024-04-04;9;Thursday;239;False
194;christophejacro;2024-04-05 08:11:41+00:00;cathmacgregor engiechile engiegroup sans un appel dun responsable je considere engie comme une boite mafieuse  jinsiste mafieuse  je répète mafieuse déjà condamnée;Neutre;2024-04-05;8;Friday;163;False
195;CoBouillot;2024-04-06 08:46:03+00:00;facture exorbitante délectricité de ma fille étudiante jappelle engiepartfr pour essayer de comprendre zéro détail zéro explication à part un cours théorique sur le kwh je demande un détail conso on me dit que ça coûte 2 par mois;Neutre;2024-04-06;8;Saturday;229;False
196;SylaannK;2024-04-07 18:27:38+00:00;bonjour engiepartfr pouvez vous mexpliquer sil vous plait à quoi correspondent les gros pics de consommation delectricité que jai en journée vers 18h00 et 21h00njai juste un frigo qui consomme en continue et un ordinateur qui fait de meme sauf la nuit;Neutre;2024-04-07;18;Sunday;251;False
197;VikingMaure;2024-04-08 10:24:52+00:00;cest qui ce 33662563637 qui prétend être mon fournisseur dénergie mais ignore où jhabite  et qui en plus me parle daide aux panneaux photovoltaïques alors que engiepartfr sait que jhabite en hlm  bref n bloqué mais bloctel pourrait méviter davoir a le faire;Négatif;2024-04-08;10;Monday;257;False
198;Melhildor;2024-04-08 14:47:55+00:00;le prix au kwh a été multiplié par 2 et même par un peu plus que 2 pour les heures creuses engiepartfr vous êtes des voleurs mais comme nous avons également un gouvernement de voleurs cest logique quil vous laisse faire;Neutre;2024-04-08;14;Monday;219;False
199;arnaudPapin1312;2024-04-08 15:39:46+00:00;engiepartfr nnbonjour  le 01022024 nous avons eu la désagréable surprise de voir le prix du kwh d électricité de mon contrat passer de 020e ttc à 037euros soit presque 100 d augmentation et cela sans nous alerter ni par téléphone et par mail;Neutre;2024-04-08;15;Monday;241;False
200;OgMedved;2024-04-09 10:17:25+00:00;salut engiepartfr  jentame mon 12eme jour sans électricité jsuis jiri prochazka moi;Neutre;2024-04-09;10;Tuesday;83;False
201;osauvan;2024-04-09 16:51:09+00:00;engiepartfr engiegroup  est ce normal de poireauter 2 x 25 minutes sur le 0969321953 3 minutes annoncées tout ça pour modifier un nom sur un contrat ah oui nous avons été sur notre espace personne service clients aux abonnés absents;Positif;2024-04-09;16;Tuesday;232;False
202;Crypto_Daron;2024-04-10 12:43:53+00:00;engiepartfr merci de dire à vos démarcheurs sur le mans darrêter de se faire passer pour des agents dentretien du réseau électriquenje ne suis pas chez vous pour lélectricité et je ne compte à souscrire à vos pseudos offres bouclier tarifairenla malhonnêteté est dingue;Neutre;2024-04-10;12;Wednesday;269;False
203;pharaon_alain;2024-04-11 15:25:01+00:00;merci engiepartfr sa devient du luxefaire à mangélaver eau  prépare les bougies;Neutre;2024-04-11;15;Thursday;79;False
204;DragonZord_777;2024-04-11 16:05:44+00:00;super quand tu reçois une facture de régularisation de 850 euros de la part de engiepartfr avec des mensualisations qui montent de 130 euros à 275 euros par mois  tu métonne que des gens se retrouvent sdf du jour au lendemain zoesagan et le bouclier tarifaire dans tout ça;Positif;2024-04-11;16;Thursday;272;False
205;OmnesK;2024-04-12 12:27:30+00:00;engiepartfr ils sont forts quand même ils ont souscrit deuxmêmes un contrat à mon nom alors que je suis chez edfofficiel et là ils me mettent en recouvrement alors que jai jamais été client chez euxnnet la meuf au téléphone a le culot de me dire ça va 100 cest rien;Neutre;2024-04-12;12;Friday;265;False
206;nestor_RamJim_;2024-04-15 09:58:00+00:00;engiepartfr bonjour comment faire étant client et obligé de partir à létranger s v p clouturer le service merci;Neutre;2024-04-15;9;Monday;111;False
207;filledesiiles;2024-04-15 21:31:07+00:00;janvier 286 kwh 66nmars 246 kwh 69 nnengiepartfr;Neutre;2024-04-15;21;Monday;48;False
208;blavier86;2024-04-16 06:23:14+00:00;engiepartfr nfuyez société dincompétents  suite à une erreur de facturation  engie m avait promis de faire un geste commercial et il ne l a jamais tenu un conseilnallez chez vattenfal qui 5 moins cher et le service client est plus compétent vérifiez avec hello watt;Négatif;2024-04-16;6;Tuesday;265;False
209;axel_nader;2024-04-16 08:31:03+00:00;engiepartfr  comment un contrat de particulier peut être résilié sans le consentement ni aucune faute de sa part nerreur énergie lenteurcognitive;Neutre;2024-04-16;8;Tuesday;145;False
210;DeyrisJeff;2024-04-16 14:30:48+00:00;vinceb29 engiepartfr ufcquechoisir bonjournje suis dans la même merde 2 mois que je paye une augmentation avec un prix qui passe de 020 à 038 sans avertissement avez vous trouvez un recours ou juste résilier nmerci à vous;Neutre;2024-04-16;14;Tuesday;221;False
211;blavier86;2024-04-17 07:26:46+00:00;engiepartfr fuyez engie nul à chiernjai une très petite retraite javais demandé la mensualisation tout allez bien quand engie a subitement arrêté la mensualisation au bout dun an j ai eu une énorme facture à payer d un coupnsociété d incompétents;Négatif;2024-04-17;7;Wednesday;246;False
212;Wifie_wills;2024-04-17 16:05:41+00:00;ah ouais  le service client engiepartfr cest quelques choses de dingue  nnun service à la hauteur de leur connerie pfff;Neutre;2024-04-17;16;Wednesday;119;False
213;hyunsaeng;2024-04-17 19:10:10+00:00;je viens de vérifier et ah bah merde alors dun coup je passe de 52 à 70 pour le mois de mars alors quon est mi avril donc même le mois entamé ont consomme encore pour le mois précédent  je veux bien une explication là engiepartfr engiegroup;Neutre;2024-04-17;19;Wednesday;240;False
214;blavier86;2024-04-18 07:39:22+00:00;engiepartfr fuyez engie société d incompétents  octobre ma chaudiere est tombé en panne 4 interventions en 4 mois ils ont réussi à réparer interventions  111023120124170124260124 cest sur la dernière qu ils ont changé les pièces 4 mois ou je me suis gelé le cul;Négatif;2024-04-18;7;Thursday;261;True
215;pguign;2024-04-21 19:11:50+00:00;encore une arnaque signée engiepartfr  le tarif weekend qui après 3 tentatives dinscription sur deux mois n est toujours pas actif pour des raisons inconnues comme seul le mauvais service clients engie peut vous le proposer inacceptable;Négatif;2024-04-21;19;Sunday;236;False
216;venries;2024-04-22 08:40:48+00:00;engiepartfr 1jour labonnement de gaz passage de 252an en 2022 a 365 en 2024 soit 44 comment arrivez vous à justifier cette hausse en 2 ans;Neutre;2024-04-22;8;Monday;138;False
217;Chris_D_FR;2024-04-23 05:08:06+00:00;cest quoi cette augmentation dabonnement de 20  dgccrf tf1 engiepartfr afpfrninadmissible  energie gaz engie;Négatif;2024-04-23;5;Tuesday;108;False
